text,label
Very clean and beside the airport,positive
Room clean and spacious. Staff very helpful. Excellent location for beach and airport transfer.,positive
"Clean, spacious, friendly, new and modern",positive
Perfect if you want to stay close to the airport.\nMackenzy beach with restaurants is not that far away.,positive
flexibility,positive
Perfect for a great night of sleep before a flight.,positive
"Clean, comfortable, friendly, fine location",positive
I arrived late at night. The hotell organised a taxi for me and made sure I could check in.,positive
clean and simple,positive
"Nice clean room, comfortable bed and good location.",positive
"Excellent communication on late check in process, airy and comfortable room, super fast wifi, and a tip. This hotel is only 4km from the airport. If travelling light you can walk it in 40 minutes, saving a rip off cab fare. Just off the b4 highway.",positive
The indications at the desk were very helpful,positive
Everything,positive
Very clean and fresh. Perfect room for family. Close to airport. Very kind hosts made late check in simple.,positive
Exceptionally friendly service of hotel and restarant in same building. Attention and service superb.,positive
"location, clean and very good value",positive
"Modern hotel with good facilities. Although small, the room was comfortable. However, the bathroom was a good size and well appointed. Breakfast as an extra was good.\nThe hotel is about 100m from the 425 bus route which runs to the airport, about 10 minutes away. A ticket costs 2 Euros, a far better option than paying 15 Euros for a taxi.",positive
clean and comfortable,positive
close to the airport,positive
Light and airy and clean room. Not far from the sea.,positive
Very modern clean beautifully kept hotel near beaches and restaurants,positive
cleanliness,positive
All,positive
friendly staff,positive
Exceptionally clean and brand new. Breakfast was freshly made and delicious. Everyone very friendly,positive
cleanliness and quietness,positive
clean and modern,positive
Helpful staff arranged a taxi for us from the airport to the hotel. The hotel was basic but clean and comfortable.,positive
"La Veranda has been recently refurbished and the rooms and bathroom, were both modern and comfortable, balcony with sea view. Easy walk to Mackenzie Beach and short journey from airport. Good breakfast available if required, staff extremely helpful and friendly. Nothing to much trouble.",positive
"clean, super friendly, convenient",positive
Location very convenient. Near the beach and the Restaurants. Public Bus station at 30 meters from the hotel. Also very close to the airport.,positive
"friendly staff who allow you to check in the early hours of morning , 45 min walk to airport",positive
"Everything was very clean and modern and staff was very friendly. I arrived late at night and it was not a problem, They also were very responsive to any pre-arrival questions",positive
Clean and nice place,positive
"Very clean, nice bed and linen.\nGood value.\nAllowed to take dog was the reason for booking.",positive
clean basic,positive
It was very clean.,positive
"fresh just renovated, with good wifi, in 5 minutes from airport, super fast checkin/checkout",positive
"I stayed for one night as I arrived late at night at Larnaca Airport and was going to another city (Limassol) the next day. The receptionist was waiting for me to arrive, even though it was after the usual open hours. The room was very clean, a bit small though, but the bathroom was spacious and the bed was comfortable.",positive
"location, room",positive
Well organised and clean,positive
"Room was excellent, very clean and everything seems fairly new. Staff was very helpful. Location is also very good if you have a morning flight, airport is a 7 min drive away.",positive
Clean and freshly renovated room,positive
"Everything was very clean, the bed was comfortable, spacious bathroom. The beach is very close and the bus to the airport is only 50 meters away.",positive
The staff was exceptional. They were really customer-centric and kind. The breakfast was really delicious too 😊,positive
Breakfast was exceptional,positive
"A modern, clean, friendly and all you need for a great Holiday.",positive
Exceptionally friendly and helpful. Tastefully decorated room and super comfy bed.\nDinner and breakfast were freshly made and very tasty.,positive
"Excellent hotel, clean and with excellent owners",positive
"The family running this hotel are very friendly and welcoming! They gave us a free room upgrade. The building and the hotel are brand new. Spotlessly clean. Walking distance to the beach, restaurants and shops. It is away from traffic. Fully stocked minibar with coffee and tea-making facilities. Value for money. We will stay again!\nTip: If you like sleeping in the dark, bring a sleeping mask and/or some blu tack to secure the curtains in place.",positive
Very modern and clean,positive
Clean and good communication.,positive
Very friendly and helpful staff. Clean rooms. Comfortable bed. Close to bus stop.,positive
"Clean, modern room, with comfy bed and great air conditioning. Fab location Close to Mackenzie beach and bars.",positive
"Super clean, good beds.",positive
"Very nice staff, very clean and a home-experience. Definitely recommend",positive
"Staff is friendly, hotel is comfortable and clean",positive
Location close to airport,positive
Staff excellent and accommodating. Very nice clean rooms,positive
Clean and perfect location.,positive
"Extremely clean, newly renovated, efficiently run, good location from the airport and sea.",positive
People working here are the best ever,positive
"Location is great. Rooms were a great size, very clean, modern and comfy.",positive
The room was clean. The hotel facilitated shuttle service from the airport for an additional cost based on my request. The hotel also very kindly received a package on my behalf prior to my arrival. Maha was responsive and reachable via whatsap and was able to accommodate the needs for my stay. The hotel is good for a layover in Larnaca as it is close to the airport and also allows you access to the beach at 7min walking distance.,positive
Excellent service.,positive
"The owners, Tony and Joanna were very friendly, welcoming and accommodating as was Richard at the bar/restaurant. Coming off of a US based cruise ship, we had forgotten converters to charge our phones but Tony had multiple for us to borrow. He even had a luggage scale for us as we prepared our suitcases for our departure back home.\nThe rooms were completely renovated and stunning with brand new air conditioning systems that chilled the rooms within minutes (we rented a 2 bedroom suite). \nFinally, the place was spotlessly clean!",positive
The rooms and and the staff,positive
Very friendly and effective employees and owners.\nBrand new fittings and furniture.\nExcellent location near the airport and the beach.\nVery clean and quite.\nI recommend it without any reservation.,positive
"Check in was quick and easy by polite, friendly hotel managers. Great service by Richard (bar manager). Rooms very clean, good quality bed linen and towels, A/C, flat screen tv.\nLocated 7 minutes walk from beach, restaurants and supermarket. Airport 10 mins by taxi. Larnaca centre 10 mins by bus or about 30 mins walking.\nHighly recommend",positive
The room was fresh and clean. Friendly staff. Highly recommended.,positive
"New hotel  - so everything is modern and clean (and good bed linen, furniture)\n5 minutes walk to Makkenzy beach (with planes landing just above you)\nStaff is very polite and friendly\n30 minutes walk to city center (10 minutes bus drive)",positive
perfect,positive
"Superbly refurbished, with high-tech displays “clean/DnD” outside.",positive
"The bed, the customer service",positive
"Close to airport - just 7-10 min by taxi (15€). Clean, fresh rooms with all you need for overnight stay. Very friendly staff.",positive
Family room that fits a family of five. Fantastic breakfast. Close to jogging trails along the lake and close to the airport. Plus a super friendly staff.,positive
spotlessly clean and the staff were so helpful.,positive
very clean,positive
The room was large and had a nice balcony. The bus stop into town was around the corner.,positive
Clean and comfortable. Cute balconies. Short walk to Mckenzie beach.,positive
Near to the airport,positive
close to the airports,positive
"Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.\nThe room was perfectly clean.\nThis is a good transitioning for one night, like I had. Or just to sleep over.\nCentral location.",positive
"It was clean, the beds were comfortable.",positive
Usefully located hotel in between city centre and airport. Restaurant stayed open reasonably late so I could eat after an evening arrival in Cyprus.,positive
"Break fast was PERFECT, the room was PERFECT. Some issues with internet and location, bit far from the center, but very quite Area around.",positive
"clean room, friendly staff",positive
nice and very clean.,positive
Nice clean little hotel next to the airport,positive
Close to the airport,positive
Friendly and Helpful Staff.\n Room Cleanliness,positive
Property is perfectly located close from the airport and close to the famous Makenzie Beach. Neat and modern hotel facility.,positive
"Chose this hotel because of it’s proximity to airport. One nights stay straight from the flight before travelling onwards next morning to other areas. Easy to find (car hire) using Google maps. Friendly welcoming staff, easy check-in. The hotel itself is spotlessly clean, COVID prevention measures taken. Never ate there, cold beers available (& needed) from bar downstairs or mini-bar in room. Very quiet neighbourhood - not sure what’s nearby etc as up & away early next morning. Would certainly recommend for this type of trip & will probably use again next time.",positive
close to mackenzie beach,positive
"It’s clean, you can easily pass here one night before flying back",positive
"Very comfortable bed, room very new and comfortable.",positive
Location was excellent and staff was very polite. Room was very clean upon arrival,positive
The people working there were kind and responsive.,positive
cleanliness,positive
"The room was nice and clean, the two beds were set up as we requested",positive
"Room fresh, clean and modern. Same as shown in photos.\nCalm area, close to the beach, many restaurants and coffee shops there. \nBus station very close.\nBreakfast above expectations.",positive
"Hotel is very close to the airport, nice place to stay if you arrive late at night.",positive
"Nice staff, room very nice and clean.",positive
Very helpful and knowledgeable staff. Rooms are updated and clean.,positive
"Very clean, modern rooms, comfortable bed and good shower. Very helpful staff. Exceptional value for money and very close to beach.",positive
"Clean, smart devices.",positive
Nice,positive
"The kindness of the staff, the size of the room, location.",positive
French speaking and competent staff.,positive
The room was very clean and very spacious.\nThe mattresses and pillows were excellent.,positive
Pleasant staff,positive
"Practical rooms, balconies in each room. good location for the airport. Listening staff.",positive
"Hotel near the airport, ideal for a late arrival or a very early departure",positive
"The hotel is very clean and close to the airport. Simple and comfortable rooms, you can see that there is care in the place.",positive
Everything is a perfect boutique hotel,positive
Breakfast was good,positive
"cleanliness, location, simple and modern furnishings but new like the whole structure",positive
"The hotel is very modernly furnished, the room is spacious enough with an above-standard large bathroom. We did not use the breakfast because of the early departure. The staff at the reception willingly arranged a ride to the airport for us.",positive
"Proximity to the airport, clean and cheap",positive
new clean reception,positive
clean close to the beach close to the field Intimate and quiet,positive
"The hotel is located close to Larnaca airport.\nVery helpful staff, the room had everything you need, and also the bathroom.\nClean and cozy.",positive
"Very friendly staff, good walking distance to Mackenzie Beach. We can highly recommend the breakfast offered.\nFree parking in front of the hotel along the street.",positive
Very competent staff,positive
Terrace was very cozy,positive
"We arrived in the middle of the night and were able to get into the room via self-check-in without any problems.\nGood location close to the airport - easily accessible by taxi, there is also a bus route nearby.",positive
The cleaning,positive
"Location is very close to the beach, very kind staff on the last day kept our suitcases in custody for the whole day. Very close to the airport, like 8 minutes by car. Really soft bed and pillows",positive
"Strategic location: the property is close to both the airport and Mackenzie Beach. In fifteen minutes of walking along the sea you can also reach Finikoudes. Courteous and helpful staff, maximum cleanliness, excellent upholstery and modern furnishings.",positive
All. The sense of hospitality of the owner.,positive
Arabic food,positive
Comfortable room,positive
"Cleanliness first, but also the kindness of the staff.",positive
"explanation for arrival, cleanliness",positive
everything,positive
Excellent location near the airport. Good for an overnight stay after a late or early morning flight.,positive
"cleanliness, kindness of the staff",positive
"The room is really clean, close to Larnaca airport and it was really convenient to stop there because our flight landed in the middle of the night",positive
Location close to the airport\nKindness of staff\nStaff speaks French,positive
"Excellent location, 7 minutes walk from the boardwalk and the airport\nThe hotel staff is simply charming and kind!\nThe hotel was recently renovated, rooms are in new and clean condition\nIn addition, there is smart technology, there are electronic buttons to request cleaning for the room, a bell and remote control of the air conditioner if there is a problem.\nThey upgraded our room for free.\nThe hotel put us in touch with a taxi driver who took us to visit the mall and charged us decent prices.",positive
friendly staff,positive
All,positive
Hotel near airport about 10 minutes drive away,positive
Room comfort.,positive
A place that gives full value for the price. Good location. Excellent cleanliness. Professional staff. Excellent food,positive
"clean, quiet, well organized",positive
Perfect for a stay in Larnaca. Everything was in order.,positive
"Arrival at 5am, just for one night.\nThe owners left us clear and precise information for our arrival, sending us photos.\nCleanliness, distance from the airport, quality of bedding, size of the room, bottle of water available.\nSympathy of the owners in the morning who made the effort to speak French to us.\nWe recommend eyes closed.",positive
Very varied breakfasts to choose from in the hotel restaurant.,positive
"cleanliness, comfort",positive
"very clean cheap, modern room",positive
"Excellent location, a few steps from the sea and from via dei premises, in 20 minutes on foot you can also reach the ""historic"" center.\nExcellent breakfast and meals in the restaurant, all freshly made.\nModern and renovated rooms, very comfortable beds",positive
"Clean, modern hotel, comfortable rooms.",positive
The hotel is close to Larnaca Airport and the beach. For the best.,positive
everything in general,positive
proximity to the airport for those arriving during the night,positive
clean and comfortable,positive
The room was modern with a large and very comfortable bed. The shower really good. There was also great quiet and it was very easy to set up the room so you wouldn't be disturbed. Everything very clean.,positive
"Very friendly staff, and communication with the hotel before our arrival very fluid. The rooms are spacious and comfortable.\nIt is ideally located near the airport, 5min by bus.",positive
"cleanliness, space, location",positive
Clean,positive
Nice clean hotel near the airport. The room has everything you need. Also in 7-10 minutes you can walk to the embankment. The staff are friendly and try to help.,positive
"It was very new, clean and quite modern. Excellent price/quality ratio",positive
kindness,positive
"Location, room comfort, service and courtesy of the staff.",positive
It was very clean. The host was very nice. He gave us instructions on how to get to the hotel and then even picked us up at the bus stop because we were very late,positive
"Comfortable, clean, modern, pleasant. The hosts are very nice, they help in everything.",positive
Nice staff. just one night to leave early the next day from the airport,positive
"convenient location, with a late arrival and planning further travel by car. Walking distance to Mackenzie Beach and Salt Lake. Purely. no problem with check-in after 12 at night. Parking next to the hotel.",positive
"large comfortable bed, clean linen, cozy.\nclose to the airport (7-10 minutes by taxi)",positive
"I liked the hotel already when approaching it from the street. The feeling of the new did not leave all the time. Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed. As it turned out later, the hotel is already about 8 years old, but they are doing well 👍\nAlways friendly staff (it looks like a family business, but I will not say). Every day cleaning. At any time, you can go down to the veranda at the tables and just drink their wonderful cappuccino on soft sofas, and then sleep the rest of the night on soft beds.\nWe did not use the pool, the sea is better, because there is a good Mackenzie beach. And he did not have to swim.",positive
"nice staff, lobby and room very clean.",positive
Cleanliness\nSpacious,positive
"1. Location\nHotel near the airport, fast transfer organized by the hotel. In total, close to the beach, although to get to the beach relatively quickly you have to go to the so-called. ""shortcuts"" along a well-trodden path through a field and a small escarpment or another way a little ""around"" along the streets. The center is quite far, about 2.5 km, a walk along the beach promenade.\n2. Peace\nGreat, modern design, comfortable bed, clean, large with a balcony. Large bathroom with shower. Equipped with a kettle plus a welcome pack (tea, coffee, water)\n3. Breakfast\nServed on site, on the ground floor in the dining room with access to the front terrace, delicious, homemade Greek taste.",positive
"Great location as I arrived very late and just wanted to sleep.\nYou are there now.\nQuiet location, very friendly and helpful staff/owners.",positive
"Very clean new room, perfect bed and towels, close location to the bus stop, 10 minutes to the center and 5 minutes to the airport. Friendly staff, all wishes and problematic situations are solved immediately. An ideal place if you need to spend the night before departure from Larnaca.",positive
"Cozy hotel in a quiet location. Walking distance to the beach, we went with a child. Walking around is also interesting.\nThe room is very clean, comfortable mattresses, excellent clean bedding.\nThere is only soap in the shower, no shower gel. Keep in mind. But we usually go with ours.\nVery polite and pleasant staff.\nWe took breakfast once. I liked it.",positive
"Very well-kept hotel, friendly service, very comfortable mattresses, fridge, kettle, very modern new equipment.",positive
"Staff SUPER!!! Responsive, kind people, you feel at home). The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser). Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))",positive
No breakfast booked.\nLocation very good for airport and beach.,positive
Very clean,positive
"Excellent location, perfect cleanliness, excellent breakfasts for only 8€, super service",positive
"Very helpful staff. If you do not have adapters for sockets, ask at the reception.. 😊",positive
Close to the airport. Quietly we reached 3 stops on the 425 bus (2nd floor-entrance for those departing. From the airport immediately to the left to the end of the airport building). The hosts are very friendly.,positive
"Very available and caring for his customers. The rooms are very well equipped and the breakfast very good and plentiful. We arrived at 2:30 am at the airport, a shuttle taxi to the hotel was waiting for us. The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.).",positive
"Staff very welcoming, kind and very friendly. Everything is clean and perfect. No complaints. I strongly advise.",positive
"Individual approach. Responsive staff. Very clean, fresh, comfortable. you can see it's new. Cleaning every day",positive
"Great bed, excellent cleaning, great for the airport (it's attached)",positive
"Nice staff, good cook",positive
"Hotel completely redone, the rooms are clean and comfortable. Like the 2 managers of the hotel and the chef, the staff is extremely kind and helpful. If I were to go back to Cyprus, I wouldn't go anywhere else.\nFull breakfast and served without time limit, to good understanding :)",positive
"Hotel completely redone, the rooms are clean and comfortable. Like the 2 managers of the hotel and the chef, the staff is extremely kind and helpful. If I were to go back to Cyprus, I wouldn't go anywhere else.",positive
"Great, compact room and hotel. Clean and modern. 3+ stars for sure. Mackenzie Beach is 10-15 minutes on asphalt and 5-7 off-road (there is a descent at the end of the street). From the airport 7 - 10 minutes drive.",positive
Perfect!,positive
"New hotel, renovated, soft blankets",positive
"Cleanliness, proximity to the airport, walk to the sea",positive
"Super establishment undervalued in my opinion with an available, pleasant and very professional staff. You",positive
Room and possibility for late check out and very nice staff,positive
Super clean modern room and bathroom with balcony. Wonderful air conditioning that also stays on when you leave the room or open the balcony door.,positive
"Super polite and helpful staff, clean comfortable room with good new furniture, delicious breakfast on the veranda. Walking distance to Makenzie beach. In the absence of a car, it is very easy to get here by bus from the airport. If you are worried about the proximity of the airport, then during the entire stay we did not notice the noise and did not experience any discomfort because of this.",positive
Everything is great. Mackenzie is 5 minutes walk. The hotel is very conveniently located. Friendly staff. Everything is great. The room is clean. The pressure of the ox is excellent. Bed is comfortable,positive
"Great option for if you arrive at Larnaca airport, close, very clean. It is possible with animals. Everyone at the hotel was very friendly, tried to help and explain.",positive
"Location: close to airport and beach. Newly refurbished hotel, rooms with balconies and clean.",positive
Staff. Everything in the hotel is new. Located close to the waterfront. The staff is very friendly. Very clean.,positive
Close to the beach. Own. Pleasant breakfast. Quality Eco Hotel.,positive
"Nice accommodation, extremely clean and with a very good location near the beach and the center. With their vanilla styles, the rooms offer a very pleasant atmosphere in which to relax and unwind. Also, one thing that sets this hotel apart is their generosity so that they offer a bottle of water, tea bags and coffee for free, not to mention the affordable prices of the mini-bar. Also note that the staff communicates well in French, something that is rare to find in Cyprus.",positive
comfortable bed,positive
Clean and nice room,positive
Room quality,positive
clean and functional,positive
A clean room that really serves the purpose for which we came,positive
The location is close to the field. The room is clean.,positive
Location close to the field.,positive
comfortable room for one night before departure,positive
Very good if you have an early morning flight.,positive
"central location between the beach, the party mile, the airport and the old town",positive
"Cleaning, furniture, terrace",positive
Big room,positive
Large spacious suite. Comfortable beds. Good for large family 5 people. Light interior.,positive
Location good,positive
"Breakfast ok.\nClean room, comfortable bed.",positive
Excellent attention. Very comfortable bed. Very good shower. The furniture and bathroom are all new and impeccable. Very good WiFi connection. Bars and restaurants nearby.,positive
Cleanliness,positive
Clean and spacious room,positive
"A hotel for those who make a long transfer in Cyprus. That is ""hotel for one night"".\nPros:\n1. cleanliness\n2. the beach is within walking distance.\n3. a couple of taverns in the area\n4. near the airport",positive
"Clean, comfortable, nice staff.",positive
"new equipment, good accessibility for reptiles",positive
location and calm,positive
Perfect welcome at 1:30 in the morning!\nExcellent value.\nClose to the airport.,positive
"The location close to the airport, while being quiet\nCheck-in at 4am\nAn exceptional welcome in French\nThe room is clean, large enough and recent\nThe outdoor balcony is a plus\nThe proximity to the beach and the city is a significant asset\nThere is a bus stop near the hotel which allows you to go to the city center and to the airport.\nI recommend 100%",positive
Excellent location close to everything.,positive
the service,positive
we’d love to stay longer 🥲,positive
The WONDERFUL staff at this place makes all the difference. I only stayed for 1 night but would absolutely stay again,positive
"LOCATION CLOSE TO EVERYTHING. ALYKI BEACH CLUB, RESTAURANTS, CAFÉS. BREAKFAST WONDERFUL.",positive
The view from the rooms,positive
Couldn’t fault it at all,positive
Pool could of been bigger but you’re right next to an amazing beach “mckenzie beach” so it didn’t matter.,positive
this is a guesthouse that is priced like a hotel,positive
"TV did not work, garbage truck passes at 3 a.m with an incredible noise.",positive
Room a little smaller than average but large bathroom and shower.,positive
the view from my room..,positive
A bit far from the city center but taxis cost us the same price from anywhere in the city so it's not critical other than that it's a stunning place.,positive
The electric kettle didn't seem to work. (But that's a detail!).,positive
The sounds of the airport,positive
"When we arrived, we were surprised at the location in a small side street, but it was only a 10-minute walk to the sea front. The receptionist on check in was very good and explained the information very clearly to us. The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows, but I had no problem as they were very clean, and the bed was really comfortable.\nThe chef was very polite, and his food was excellent, he had passion and it showed in his presentation. We may have missed it but there was no opening and closing times of the bar on display.",positive
"Recently updated, everything was me and clean. Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually. The beach is about 5 minutes walk away.",positive
"I really enjoyed this place. It didn't have a pool but it was 10 minutes from the airport by taxi, 15 by shuttle bus. There are also connecting buses from ayia napa to this hotel via Larnaca which we used for our early morning start from Larnaca Airport. McKenzie beach is close by, and the food restaurants off the opposite beach were only a ten minute walk.\nAir con and fridge in rooms with a bottle of water provided. \nPerfect for our short stay and the hotel was immaculately clean. I was particularly impressed when the staff emailed me via booking.com and after asking me what time I was arriving (the hotel is not manned 24/7 but arrangements are made to collect your room key in the hotel if you are arriving outside of normal hours), told me which bus routes I needed to take.\nVery impressed however anything longer than a 2 night stay and you may get a little bored.\nHighly recommended",positive
Amazing staff!,positive
"Wonderful experience, exceeded our expectations. Would stay again!",positive
staff was amazing. location and cleanliness.,positive
"First off, the staff. They have been so accommodating and easy to deal with and have gone above and beyond to help us out. We had a delayed flight that landed hours late and when we arrived, all the restaurants were closed. Richard was amazing and whipped us up an excellent pizza even though they were long since closed.",positive
Everything!,positive
"Amazing hotel, new, clean, staff & management are great…highly recommended",positive
Amazing place to be honest! Everything was perfect,positive
"Very modern and clean. Netflix in room an unexpected surprise, but beware, difficult to sign back out of your account! No views but a short walk to nice beach bars. Rebuke is v good. Close to airport.",positive
"Nice  modern bedroom, nice greek breakfast and hotel great location, shame i only stayed one night",positive
wonderful hotel and staff! all as in the photo!,positive
"Good, firm beds and nice air conditioning in the room. We were especially impressed with the staff: they were very nice and prepared a fantastic breakfast for us! Self check-in at night was also very easy. And they arranged a taxi from the airport to the hotel for us, what a great service!",positive
the room and the staff!,positive
Pleasantly surprised as the hotel appears to have been renovated.,positive
"Hotel rather well placed, access to the beach by crossing a vacant lot. Airport nearby (but the taxi price is the same as from the center of Larnaca). Pleasant surprise, it is not in the photo but the accommodation has a swimming pool! Fridge filled with drinks and delicacies, even if it's paying it's nice to have some available",positive
Amazing place!,positive
The room,positive
